Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
HP,Notebook,13.3,Retina,Apple M1,8,512GB SSD,Intel UHD,macOS,1.99,76001
Acer,Workstation,13.3,4K,Apple M1,32,1TB SSD,Intel UHD,macOS,1.34,100286
Lenovo,Notebook,16.0,Full HD,Apple M1,32,256GB SSD,Intel Iris,Windows 10,2.27,91451
Lenovo,Ultrabook,16.0,Full HD,Apple M2,16,512GB SSD,AMD Radeon,macOS,1.28,92612
HP,Gaming,15.6,Retina,Apple M1,8,1TB SSD,Nvidia GTX 1650,Windows 10,1.44,83584
Asus,Ultrabook,13.3,Full HD,Apple M2,8,256GB SSD,Nvidia GTX 1650,Windows 11,1.43,77992
Apple,Ultrabook,15.6,4K,Apple M2,8,1TB SSD,Nvidia GTX 1650,macOS,1.85,146455
Asus,Gaming,15.6,Retina,Intel Core i5,16,256GB SSD,Intel Iris,Windows 11,1.88,49631
Asus,Ultrabook,16.0,4K,AMD Ryzen 7,32,512GB SSD,Intel UHD,Windows 11,2.3,70550
Lenovo,Notebook,13.3,Full HD,Apple M2,16,512GB SSD,Nvidia RTX 3050,macOS,1.57,111977
Lenovo,Notebook,14.0,Retina,Intel Core i5,8,256GB SSD,AMD Radeon,macOS,1.52,42966
HP,Ultrabook,16.0,Full HD,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,macOS,2.39,61157
MSI,Workstation,14.0,Retina,AMD Ryzen 7,32,512GB SSD,AMD Radeon,Windows 10,1.67,78290
HP,Workstation,13.3,Full HD,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,Windows 10,1.41,46721
MSI,Workstation,13.3,Full HD,Intel Core i5,32,512GB SSD,AMD Radeon,Linux,2.39,54889
Dell,Workstation,15.6,Retina,Apple M1,16,256GB SSD,Nvidia RTX 3050,macOS,1.53,122609
Dell,Notebook,16.0,4K,Intel Core i7,16,1TB SSD,Intel Iris,macOS,1.38,93620
Acer,Ultrabook,13.3,Full HD,AMD Ryzen 7,32,1TB SSD,Intel UHD,Windows 10,1.78,89553
Apple,Ultrabook,13.3,Retina,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3050,macOS,1.2,166445
Asus,Gaming,13.3,4K,Apple M1,32,1TB SSD,Nvidia GTX 1650,macOS,1.73,95605
Lenovo,Workstation,16.0,4K,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,Linux,1.78,57466
Apple,Gaming,16.0,Retina,Apple M2,32,512GB SSD,AMD Radeon,macOS,2.47,143160
Dell,Gaming,15.6,4K,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,Windows 11,1.82,65754
Asus,Workstation,16.0,Full HD,AMD Ryzen 5,32,1TB SSD,AMD Radeon,macOS,2.15,68532
Lenovo,Gaming,14.0,4K,Apple M1,16,512GB SSD,Intel Iris,macOS,2.32,82672
Acer,Workstation,13.3,Retina,Intel Core i5,16,256GB SSD,Intel UHD,Linux,2.05,59730
Asus,Gaming,15.6,Full HD,Apple M1,8,1TB SSD,Nvidia RTX 3050,Windows 11,1.67,117532
Asus,Ultrabook,14.0,Full HD,Apple M2,16,1TB SSD,AMD Radeon,Linux,2.38,106898
Apple,Gaming,14.0,Retina,Apple M1,8,512GB SSD,Intel Iris,macOS,2.29,135681
Acer,Gaming,16.0,Retina,Apple M2,8,1TB SSD,Nvidia RTX 3050,Windows 11,1.77,112287
Dell,Gaming,15.6,4K,Apple M1,32,1TB SSD,Nvidia GTX 1650,Windows 11,1.81,94710
Acer,Workstation,16.0,Full HD,Intel Core i5,16,512GB SSD,Nvidia RTX 3050,Windows 11,1.44,73650
Lenovo,Notebook,16.0,Full HD,Intel Core i7,32,1TB SSD,Intel Iris,macOS,1.6,92571
Asus,Notebook,16.0,4K,AMD Ryzen 5,32,256GB SSD,Intel Iris,Windows 11,2.26,58445
Dell,Workstation,15.6,4K,Intel Core i5,16,256GB SSD,Intel Iris,Linux,1.25,49889
Asus,Notebook,13.3,Full HD,Apple M2,8,1TB SSD,Nvidia RTX 3050,Windows 11,2.35,108876
MSI,Ultrabook,13.3,Retina,AMD Ryzen 7,8,256GB SSD,AMD Radeon,macOS,1.98,61982
Dell,Gaming,14.0,Retina,Intel Core i7,32,256GB SSD,Nvidia GTX 1650,macOS,2.18,69637
Apple,Workstation,13.3,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,macOS,1.55,133628
Asus,Gaming,13.3,Full HD,Intel Core i5,32,512GB SSD,AMD Radeon,macOS,2.4,51057
Acer,Notebook,14.0,4K,Intel Core i7,8,1TB SSD,Intel UHD,Windows 10,1.22,70902
MSI,Workstation,13.3,Retina,AMD Ryzen 5,16,1TB SSD,Intel Iris,macOS,2.36,60979
Acer,Gaming,14.0,4K,Apple M1,32,256GB SSD,Intel UHD,Windows 10,1.41,88630
Dell,Notebook,15.6,Retina,Apple M2,16,1TB SSD,AMD Radeon,Windows 11,1.69,95103
Acer,Ultrabook,16.0,4K,Apple M2,16,256GB SSD,Nvidia RTX 3050,Windows 11,2.38,111492
Lenovo,Notebook,15.6,Full HD,Apple M2,8,1TB SSD,Intel UHD,Linux,2.22,89553
Acer,Notebook,13.3,Retina,Apple M2,32,1TB SSD,AMD Radeon,Linux,1.2,94540
Lenovo,Ultrabook,15.6,4K,Apple M1,8,1TB SSD,AMD Radeon,macOS,1.88,92758
MSI,Notebook,14.0,4K,AMD Ryzen 7,8,256GB SSD,Nvidia GTX 1650,Windows 11,2.35,57130
Apple,Notebook,14.0,Full HD,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3050,macOS,2.39,172785
HP,Gaming,16.0,4K,Apple M2,32,512GB SSD,Nvidia GTX 1650,macOS,2.36,87530
Lenovo,Gaming,13.3,Retina,Apple M1,32,1TB SSD,Nvidia GTX 1650,Windows 11,1.55,101513
HP,Workstation,15.6,Retina,Apple M2,32,1TB SSD,Intel Iris,Windows 11,2.01,109840
Dell,Ultrabook,14.0,Retina,Intel Core i7,16,512GB SSD,Intel UHD,Linux,2.0,67658
MSI,Workstation,15.6,4K,Apple M2,32,512GB SSD,AMD Radeon,macOS,1.56,91815
MSI,Workstation,13.3,Full HD,AMD Ryzen 5,8,256GB SSD,Intel UHD,Linux,2.37,40506
MSI,Gaming,16.0,4K,Apple M2,8,1TB SSD,Nvidia RTX 3050,macOS,1.29,104395
HP,Workstation,16.0,Full HD,Intel Core i5,8,512GB SSD,AMD Radeon,Windows 10,1.56,33320
Apple,Workstation,16.0,Full HD,Intel Core i7,16,512GB SSD,Nvidia GTX 1650,macOS,1.89,139054
Dell,Ultrabook,13.3,4K,Intel Core i5,32,1TB SSD,Intel UHD,Linux,1.44,59873
Dell,Gaming,16.0,Retina,Apple M1,16,1TB SSD,Intel UHD,Windows 11,1.75,104907
HP,Ultrabook,13.3,Full HD,AMD Ryzen 7,32,1TB SSD,Intel UHD,Windows 10,1.61,91891
Apple,Notebook,14.0,Retina,Intel Core i7,32,512GB SSD,Nvidia GTX 1650,macOS,2.49,140949
MSI,Ultrabook,16.0,Retina,Intel Core i5,16,1TB SSD,Intel UHD,Linux,2.45,69430
Dell,Gaming,13.3,Full HD,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,Windows 10,1.95,72706
Asus,Workstation,15.6,4K,Apple M2,32,256GB SSD,AMD Radeon,Windows 11,1.44,89348
Dell,Ultrabook,15.6,Retina,AMD Ryzen 7,16,1TB SSD,Intel UHD,Windows 11,2.37,81872
Asus,Ultrabook,15.6,4K,Intel Core i7,8,512GB SSD,Nvidia GTX 1650,Windows 10,1.2,57286
Apple,Gaming,15.6,4K,AMD Ryzen 5,16,1TB SSD,Nvidia GTX 1650,macOS,2.41,131229
Asus,Notebook,16.0,Retina,Intel Core i5,32,512GB SSD,Nvidia RTX 3050,Linux,2.08,83351
Dell,Workstation,15.6,Full HD,Intel Core i7,32,1TB SSD,AMD Radeon,macOS,1.96,90022
Apple,Gaming,15.6,4K,Intel Core i5,16,512GB SSD,Nvidia RTX 3050,macOS,2.33,137710
Lenovo,Gaming,14.0,Retina,Apple M2,32,256GB SSD,Nvidia RTX 3050,Linux,1.21,122912
HP,Workstation,13.3,Retina,Intel Core i5,32,256GB SSD,AMD Radeon,Windows 10,1.33,59025
Asus,Notebook,13.3,Retina,Apple M1,16,512GB SSD,Intel UHD,Windows 11,2.29,89636
Lenovo,Ultrabook,13.3,4K,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3050,Linux,1.49,85314
Lenovo,Gaming,16.0,4K,AMD Ryzen 7,32,512GB SSD,Intel UHD,Linux,1.84,76782
Apple,Ultrabook,15.6,Retina,Apple M1,32,256GB SSD,Nvidia RTX 3050,macOS,1.65,172310
Asus,Notebook,13.3,Full HD,Apple M1,8,1TB SSD,AMD Radeon,Windows 10,2.12,81262
Apple,Ultrabook,13.3,Retina,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3050,macOS,1.45,147748
Asus,Workstation,13.3,Full HD,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3050,Linux,1.47,78892
Apple,Ultrabook,14.0,Full HD,Apple M2,16,1TB SSD,Intel Iris,macOS,2.49,157380
HP,Notebook,15.6,Retina,AMD Ryzen 5,32,1TB SSD,Intel Iris,Windows 10,1.45,62815
Dell,Workstation,16.0,Retina,Apple M1,32,256GB SSD,Nvidia GTX 1650,Windows 10,2.14,89216
Apple,Ultrabook,15.6,Retina,Apple M1,8,1TB SSD,Intel UHD,macOS,2.49,143713
Lenovo,Ultrabook,16.0,Retina,Intel Core i5,16,256GB SSD,Intel Iris,Windows 11,1.56,49352
MSI,Gaming,13.3,Full HD,AMD Ryzen 5,8,512GB SSD,Intel Iris,Linux,1.72,38057
Dell,Workstation,15.6,4K,Intel Core i7,16,1TB SSD,Nvidia RTX 3050,Windows 11,2.23,117856
Asus,Ultrabook,14.0,4K,Apple M1,8,256GB SSD,Intel UHD,Windows 10,2.11,74933
Acer,Notebook,16.0,4K,Intel Core i7,8,512GB SSD,Intel Iris,macOS,2.1,66606
Acer,Workstation,16.0,Retina,AMD Ryzen 5,8,512GB SSD,Intel UHD,Windows 11,1.87,32916
Apple,Gaming,16.0,Full HD,Intel Core i5,32,512GB SSD,Nvidia GTX 1650,macOS,1.63,111971
Asus,Notebook,13.3,Full HD,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,macOS,2.11,55563
Lenovo,Notebook,15.6,Full HD,Apple M2,32,1TB SSD,Nvidia RTX 3050,Linux,1.43,122386
HP,Notebook,13.3,Full HD,AMD Ryzen 5,32,512GB SSD,AMD Radeon,Linux,1.66,62845
MSI,Notebook,16.0,4K,Apple M1,16,256GB SSD,Nvidia RTX 3050,Windows 10,1.97,108840
HP,Notebook,14.0,4K,AMD Ryzen 5,32,512GB SSD,Intel Iris,Windows 10,1.28,47016
Asus,Workstation,14.0,4K,Apple M2,8,256GB SSD,Intel UHD,macOS,2.41,76110
Dell,Workstation,14.0,Retina,Apple M2,16,512GB SSD,Nvidia GTX 1650,Windows 11,2.01,91445
Lenovo,Workstation,15.6,Retina,Apple M1,32,512GB SSD,Nvidia RTX 3050,Windows 10,2.29,107595
MSI,Notebook,15.6,Retina,AMD Ryzen 7,32,512GB SSD,Intel UHD,Windows 11,2.03,81731
MSI,Workstation,15.6,4K,Intel Core i7,16,1TB SSD,Intel UHD,macOS,2.13,90558
Dell,Gaming,14.0,4K,Apple M1,32,1TB SSD,AMD Radeon,Windows 10,1.71,105002
HP,Notebook,13.3,4K,Intel Core i5,16,256GB SSD,AMD Radeon,Windows 10,1.78,51808
MSI,Workstation,14.0,Retina,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.19,80083
Dell,Notebook,13.3,4K,Intel Core i7,32,256GB SSD,Intel Iris,macOS,1.52,68789
Dell,Ultrabook,13.3,4K,Apple M2,8,256GB SSD,Intel UHD,Linux,1.45,71748
Acer,Ultrabook,16.0,4K,AMD Ryzen 7,8,256GB SSD,AMD Radeon,macOS,2.49,53029
MSI,Gaming,15.6,Retina,Apple M2,16,1TB SSD,Intel UHD,Linux,1.29,98844
Asus,Workstation,15.6,4K,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 3050,macOS,1.82,102155
Apple,Ultrabook,15.6,Retina,Apple M2,32,1TB SSD,AMD Radeon,macOS,1.36,158519
Acer,Notebook,14.0,4K,AMD Ryzen 7,8,1TB SSD,Intel Iris,Windows 11,1.38,79488
Lenovo,Workstation,13.3,Retina,Apple M1,32,1TB SSD,Intel Iris,Linux,1.52,99147
Acer,Workstation,15.6,Full HD,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3050,Windows 11,1.97,97189
Dell,Gaming,16.0,4K,Apple M1,32,1TB SSD,AMD Radeon,Windows 10,1.29,97812
Lenovo,Notebook,14.0,Retina,AMD Ryzen 5,32,1TB SSD,Intel Iris,macOS,1.57,64608
Acer,Gaming,14.0,4K,Intel Core i7,8,256GB SSD,Nvidia RTX 3050,macOS,1.99,85572
HP,Notebook,16.0,4K,AMD Ryzen 7,8,256GB SSD,Intel Iris,macOS,1.65,54266
MSI,Notebook,14.0,Full HD,AMD Ryzen 5,8,1TB SSD,Intel UHD,Windows 10,2.46,49471
HP,Notebook,14.0,Full HD,Apple M2,16,512GB SSD,Nvidia RTX 3050,macOS,1.72,115780
Acer,Notebook,16.0,4K,AMD Ryzen 5,16,512GB SSD,Intel UHD,Windows 11,1.96,55996
Asus,Workstation,16.0,Retina,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,macOS,1.49,54904
Dell,Notebook,14.0,4K,Apple M2,32,1TB SSD,Nvidia RTX 3050,Windows 10,1.88,130783
Acer,Ultrabook,15.6,Retina,Intel Core i5,8,256GB SSD,AMD Radeon,Linux,1.37,36136
Lenovo,Notebook,15.6,4K,Intel Core i5,8,256GB SSD,Nvidia GTX 1650,Windows 11,2.42,46596
Dell,Gaming,13.3,Retina,Apple M2,8,256GB SSD,AMD Radeon,Linux,2.05,75468
Apple,Notebook,14.0,4K,AMD Ryzen 7,16,1TB SSD,AMD Radeon,macOS,2.46,145854
Acer,Ultrabook,16.0,4K,Intel Core i5,32,1TB SSD,Intel Iris,Windows 10,1.77,70195
Dell,Workstation,16.0,4K,Apple M1,32,512GB SSD,Nvidia RTX 3050,Windows 11,1.65,108384
MSI,Ultrabook,14.0,4K,AMD Ryzen 5,32,256GB SSD,Nvidia GTX 1650,macOS,1.36,48232
Dell,Notebook,16.0,4K,Apple M2,32,512GB SSD,AMD Radeon,Linux,2.36,85689
MSI,Gaming,16.0,4K,Intel Core i5,16,1TB SSD,Intel Iris,Windows 10,1.21,65375
Apple,Workstation,13.3,Full HD,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,macOS,1.64,113275
Asus,Ultrabook,14.0,4K,Apple M1,8,512GB SSD,Nvidia RTX 3050,Windows 10,1.62,97372
MSI,Workstation,16.0,Full HD,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,macOS,2.07,81841
Lenovo,Workstation,14.0,Retina,Intel Core i7,8,1TB SSD,Nvidia GTX 1650,Windows 10,2.3,70462
Acer,Notebook,13.3,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,macOS,1.36,35107
MSI,Gaming,16.0,Full HD,Apple M2,16,1TB SSD,Intel Iris,Linux,1.91,102394
Apple,Notebook,16.0,4K,Apple M2,16,1TB SSD,Nvidia RTX 3050,macOS,1.74,189529
Lenovo,Ultrabook,15.6,Full HD,Apple M2,32,1TB SSD,Nvidia GTX 1650,macOS,1.38,103764
MSI,Notebook,13.3,Retina,AMD Ryzen 7,16,256GB SSD,AMD Radeon,Windows 10,1.7,77336
Dell,Notebook,15.6,4K,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,Windows 10,2.4,84009
MSI,Workstation,13.3,4K,AMD Ryzen 5,8,1TB SSD,Intel UHD,Windows 11,1.74,52939
Dell,Workstation,15.6,Full HD,Intel Core i7,32,256GB SSD,AMD Radeon,Windows 10,2.41,68921
Lenovo,Gaming,14.0,4K,Intel Core i7,8,512GB SSD,Nvidia GTX 1650,macOS,2.05,56268
Dell,Notebook,15.6,4K,Intel Core i7,16,256GB SSD,Nvidia GTX 1650,Linux,2.28,69109
Lenovo,Notebook,13.3,4K,Apple M1,16,512GB SSD,Intel UHD,Linux,2.21,84148
Dell,Gaming,15.6,4K,Apple M2,32,256GB SSD,Nvidia RTX 3050,Linux,1.71,107972
Asus,Gaming,15.6,Full HD,Apple M1,16,256GB SSD,Nvidia GTX 1650,Linux,1.79,83634
Lenovo,Workstation,14.0,Full HD,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,2.5,59145
MSI,Gaming,13.3,Retina,Apple M1,32,512GB SSD,Intel Iris,Windows 10,2.02,87105
Asus,Gaming,15.6,4K,Apple M2,32,512GB SSD,Intel UHD,Linux,1.28,91987
Lenovo,Workstation,14.0,4K,Apple M1,32,1TB SSD,AMD Radeon,Windows 11,1.8,100021
Asus,Notebook,13.3,4K,Apple M2,32,256GB SSD,AMD Radeon,Windows 10,2.42,86519
Asus,Notebook,16.0,4K,Intel Core i5,16,512GB SSD,Intel Iris,Linux,2.16,54339
Acer,Workstation,13.3,4K,Intel Core i5,32,512GB SSD,Intel UHD,Windows 10,1.54,47583
Acer,Ultrabook,13.3,Full HD,Intel Core i7,16,1TB SSD,Nvidia GTX 1650,macOS,2.09,90324
HP,Ultrabook,16.0,Full HD,AMD Ryzen 7,16,256GB SSD,AMD Radeon,Windows 10,1.23,75608
MSI,Workstation,15.6,Full HD,Intel Core i5,32,512GB SSD,AMD Radeon,macOS,2.12,60654
Acer,Workstation,16.0,Retina,Apple M1,8,512GB SSD,Intel Iris,Windows 11,1.69,68495
MSI,Gaming,14.0,Retina,Intel Core i7,16,1TB SSD,Nvidia GTX 1650,Linux,1.73,92437
Dell,Ultrabook,14.0,4K,AMD Ryzen 5,8,1TB SSD,Intel UHD,Windows 11,1.58,47483
Acer,Ultrabook,15.6,4K,AMD Ryzen 7,16,1TB SSD,AMD Radeon,macOS,1.43,89916
MSI,Gaming,16.0,Retina,Apple M1,32,256GB SSD,Nvidia RTX 3050,Linux,1.8,116012
Acer,Gaming,13.3,Full HD,Apple M1,16,256GB SSD,Intel UHD,macOS,2.46,90638
Acer,Ultrabook,15.6,4K,Intel Core i5,16,256GB SSD,Nvidia RTX 3050,Windows 11,2.2,74933
Acer,Notebook,16.0,Full HD,AMD Ryzen 5,16,512GB SSD,Intel UHD,Windows 11,1.29,62540
Apple,Ultrabook,16.0,4K,Apple M2,32,1TB SSD,Intel Iris,macOS,1.67,157858
Acer,Ultrabook,13.3,4K,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,2.22,71294
HP,Notebook,13.3,Retina,AMD Ryzen 5,32,1TB SSD,Intel Iris,macOS,1.47,69384
Dell,Notebook,15.6,Retina,Intel Core i5,32,512GB SSD,Intel UHD,Windows 10,2.04,57268
Acer,Gaming,16.0,Retina,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,Windows 10,1.53,64668
Asus,Ultrabook,13.3,Full HD,AMD Ryzen 7,32,1TB SSD,Intel UHD,Windows 10,1.37,89338
Dell,Gaming,15.6,4K,AMD Ryzen 5,8,512GB SSD,Intel Iris,macOS,2.13,34632
Acer,Notebook,15.6,4K,Intel Core i5,8,256GB SSD,Intel Iris,macOS,1.83,42672
HP,Workstation,15.6,4K,Apple M2,8,1TB SSD,AMD Radeon,Windows 10,2.35,90205
MSI,Ultrabook,14.0,Full HD,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,macOS,1.28,94210
Asus,Gaming,14.0,Retina,Apple M1,32,512GB SSD,Nvidia RTX 3050,Windows 10,2.18,119751
Acer,Workstation,16.0,4K,Intel Core i7,16,256GB SSD,Intel Iris,Windows 10,2.21,78602
Lenovo,Workstation,14.0,4K,Apple M2,32,256GB SSD,Nvidia RTX 3050,Linux,1.72,109835
Dell,Ultrabook,14.0,4K,AMD Ryzen 7,8,1TB SSD,Intel UHD,Windows 11,2.47,70812
Asus,Workstation,13.3,Full HD,Apple M1,32,512GB SSD,Intel UHD,Windows 10,1.68,94428
HP,Gaming,14.0,Retina,Apple M2,32,512GB SSD,Intel Iris,macOS,1.75,82958
Acer,Workstation,13.3,Full HD,AMD Ryzen 7,32,256GB SSD,Intel Iris,Linux,1.64,82280
Dell,Gaming,13.3,Retina,Apple M1,16,512GB SSD,Nvidia GTX 1650,Linux,2.12,91871
Acer,Gaming,14.0,Retina,AMD Ryzen 5,16,1TB SSD,AMD Radeon,Windows 10,2.31,66911
Asus,Ultrabook,14.0,Full HD,Apple M1,32,256GB SSD,Intel Iris,Windows 10,1.72,83358
Lenovo,Ultrabook,15.6,Full HD,Intel Core i7,8,1TB SSD,Intel Iris,Windows 11,1.41,78184
Asus,Ultrabook,15.6,Full HD,Apple M2,16,512GB SSD,AMD Radeon,Linux,2.18,96810
HP,Ultrabook,13.3,Retina,Intel Core i5,8,256GB SSD,Intel Iris,Windows 10,1.3,46022
Apple,Gaming,16.0,4K,AMD Ryzen 5,8,256GB SSD,AMD Radeon,macOS,2.21,92797
MSI,Gaming,14.0,Retina,Apple M1,16,256GB SSD,Nvidia GTX 1650,macOS,1.54,84517
Acer,Ultrabook,14.0,4K,Apple M2,32,256GB SSD,Intel Iris,Linux,2.07,83711
Dell,Workstation,15.6,4K,Apple M1,8,1TB SSD,Intel UHD,Linux,1.98,87131
Acer,Gaming,14.0,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,Linux,1.65,34756
Asus,Workstation,15.6,Full HD,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,1.87,75132
Apple,Ultrabook,14.0,Full HD,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,macOS,2.18,129386
Lenovo,Ultrabook,13.3,Retina,Apple M2,16,256GB SSD,Intel Iris,Windows 11,2.42,93092
HP,Gaming,13.3,Full HD,Apple M2,32,1TB SSD,Intel Iris,Windows 10,1.58,100492
HP,Workstation,15.6,Full HD,Apple M1,16,256GB SSD,Nvidia GTX 1650,Windows 11,1.85,94965
Dell,Workstation,14.0,4K,AMD Ryzen 7,32,256GB SSD,AMD Radeon,Windows 10,1.97,67170
Apple,Notebook,13.3,Full HD,AMD Ryzen 7,32,1TB SSD,Intel UHD,macOS,1.22,146240
Dell,Workstation,16.0,Retina,Intel Core i5,16,1TB SSD,AMD Radeon,Linux,2.18,67651
Asus,Workstation,13.3,Full HD,Intel Core i7,16,512GB SSD,Intel Iris,Windows 11,1.88,75930
Acer,Workstation,13.3,Full HD,Apple M1,16,1TB SSD,Intel Iris,Windows 11,1.6,106761
Apple,Gaming,13.3,4K,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 3050,macOS,1.78,165921
MSI,Workstation,13.3,Full HD,Intel Core i5,32,256GB SSD,Intel Iris,Windows 10,1.34,53135
Acer,Ultrabook,16.0,4K,Apple M1,8,1TB SSD,Intel Iris,Windows 10,1.88,85096
HP,Gaming,13.3,Retina,Intel Core i5,32,1TB SSD,Nvidia RTX 3050,macOS,1.38,93645
HP,Notebook,13.3,Retina,Intel Core i5,16,1TB SSD,Intel Iris,macOS,2.05,64751
Asus,Ultrabook,14.0,4K,Intel Core i5,16,512GB SSD,Nvidia RTX 3050,Linux,1.8,81889
Dell,Notebook,15.6,Full HD,Apple M2,16,256GB SSD,Intel UHD,Windows 11,1.57,87867
HP,Workstation,16.0,Full HD,Apple M2,32,1TB SSD,AMD Radeon,Windows 10,2.49,104644
MSI,Ultrabook,13.3,4K,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,Linux,1.32,69588
Acer,Notebook,16.0,Full HD,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3050,Linux,1.66,80432
MSI,Ultrabook,13.3,Full HD,AMD Ryzen 5,8,256GB SSD,Intel UHD,macOS,1.57,40972
HP,Workstation,13.3,Retina,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.32,39761
HP,Gaming,16.0,Full HD,Apple M2,16,1TB SSD,Nvidia GTX 1650,Linux,1.44,108779
Acer,Ultrabook,14.0,4K,AMD Ryzen 5,32,1TB SSD,AMD Radeon,Linux,1.87,63889
HP,Workstation,13.3,4K,Intel Core i7,8,512GB SSD,Intel UHD,Linux,1.29,64355
HP,Gaming,14.0,Full HD,Apple M1,16,1TB SSD,Nvidia GTX 1650,Windows 10,1.21,106272
Lenovo,Ultrabook,13.3,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,Windows 11,1.49,34359
Lenovo,Workstation,15.6,4K,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,Windows 11,2.21,93127
Apple,Workstation,15.6,Full HD,Apple M1,8,256GB SSD,Nvidia RTX 3050,macOS,1.29,166841
HP,Notebook,13.3,Retina,Apple M2,16,1TB SSD,Nvidia RTX 3050,Windows 10,2.31,127606
MSI,Notebook,16.0,Retina,AMD Ryzen 5,8,256GB SSD,Intel UHD,Windows 10,1.45,33786
Lenovo,Notebook,13.3,Full HD,Apple M1,16,256GB SSD,Intel UHD,Windows 10,1.57,91029
MSI,Workstation,13.3,Full HD,Intel Core i7,16,512GB SSD,Intel UHD,Windows 11,2.38,75622
HP,Workstation,13.3,Retina,Apple M1,32,256GB SSD,Intel UHD,Windows 10,2.09,97100
Asus,Ultrabook,16.0,4K,Apple M1,32,1TB SSD,Intel UHD,macOS,2.21,98650
HP,Ultrabook,15.6,4K,AMD Ryzen 7,16,256GB SSD,Nvidia GTX 1650,macOS,2.19,80574
HP,Notebook,14.0,4K,Intel Core i7,16,1TB SSD,Nvidia GTX 1650,macOS,1.45,89370
Asus,Gaming,14.0,4K,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,Windows 10,2.42,48465
MSI,Gaming,15.6,Full HD,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,Linux,1.44,94640
HP,Ultrabook,16.0,4K,Intel Core i7,8,1TB SSD,Intel Iris,macOS,2.0,79853
Acer,Gaming,16.0,Full HD,Apple M1,16,512GB SSD,Intel Iris,macOS,2.47,92182
Acer,Notebook,15.6,4K,Apple M2,16,256GB SSD,Intel Iris,Windows 11,1.92,84377
MSI,Workstation,15.6,Full HD,Intel Core i5,8,512GB SSD,Nvidia RTX 3050,Linux,2.39,70176
Asus,Workstation,15.6,4K,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,Windows 10,1.21,69262
Asus,Notebook,16.0,4K,Intel Core i7,16,1TB SSD,Nvidia GTX 1650,macOS,1.62,94291
Acer,Ultrabook,15.6,Full HD,Apple M2,32,1TB SSD,Intel Iris,macOS,1.8,106709
Lenovo,Gaming,14.0,Retina,AMD Ryzen 5,8,1TB SSD,Intel UHD,Windows 11,1.58,57312
Lenovo,Gaming,16.0,Full HD,AMD Ryzen 7,16,1TB SSD,Intel Iris,Windows 11,1.49,89346
Asus,Workstation,14.0,Full HD,Intel Core i5,8,1TB SSD,Nvidia RTX 3050,macOS,2.03,72355
Asus,Ultrabook,15.6,Retina,AMD Ryzen 5,32,256GB SSD,AMD Radeon,Windows 10,1.22,47722
Acer,Gaming,16.0,4K,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3050,Windows 11,1.86,70553
Lenovo,Ultrabook,13.3,4K,Apple M1,8,512GB SSD,Intel Iris,Linux,1.47,77385
Asus,Notebook,14.0,Full HD,AMD Ryzen 7,8,256GB SSD,AMD Radeon,macOS,1.56,65893
MSI,Ultrabook,14.0,4K,Apple M2,32,512GB SSD,Nvidia RTX 3050,Windows 11,1.61,109000
MSI,Gaming,15.6,4K,Apple M1,8,512GB SSD,Nvidia GTX 1650,Windows 10,1.89,74470
